Monthly Rent,Location,Bedrooms,Bathrooms,Receptions,Description,Nearest Station,Distance (miles),Long Description,Available,Link
3700.0,"Embassy Gardens, Nine Elms Lane, Battersea SW11",2.0,2.0,1.0,2 bed flat ,Vauxhall,0.4 ,"A brand new two bedroom two bathroom apartment around 880 sq/ft in the new Legacy Building in Embassy Gardens. This show room quality two bedroom, two bathroom ultra luxury apartment doesn't fall short of the brief, offering extraordinary views over ...",Available from 18th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56113035
3500.0,"Embassy Gardens, Viaduct Gardens, Battersea SW11",2.0,2.0,1.0,2 bed flat ,Vauxhall,0.4 ,"A brand new two bedroom two bathroom 880sqft apartment in the new Legacy Building in Embassy Gardens with incredible views over London. This ultra luxury apartment is located on the 18th floor and doesn't fall short of the brief, offering ...",Available from  6th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56113033
1820.0,"Pembroke Street, Islington, London N1",2.0,1.0,1.0,2 bed flat ,Caledonian Road & Barnsbury,0.2 ,"A recently refurbished, two bedroom apartment on the 2nd and 3rd floor of this purposebuilt development in Pembroke Street, North of Kings Cross, with wood flooring, a lift and a new kitchen and bathroom.",Available from  9th Sep 2020,https://www.zoopla.co.uk/to-rent/details/46629144
2600.0,"Portsea Place, London W2",1.0,1.0,1.0,1 bed flat ,Marble Arch,0.3 ,This immaculately designed one bedroom apartment offers an abundance of light and uninterrupted views across London. The flat is well balanced with lots of storage and a private balcony. Viewings are highly recommended. (contd...),Available immediately,https://www.zoopla.co.uk/to-rent/details/56112993
5995.0,"New Street, London EC2M",2.0,2.0,1.0,2 bed flat ,London Liverpool Street,0.1 ,"Hamptons are delighted and excited to offer this spectacular warehouse apartment extending to over 2,300 square foot. Tapestry building is a unique 18th century warehouse converted into 14 luxury apartments, this special flat retains many of the ...",Available from 30th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56112996
6283.0,"Merchant Square, London W2",3.0,2.0,1.0,3 bed flat ,Edgware Road Bakerloo,0.1 ,"A stunning interior designed apartment with stunning water views, set within the heart of the Paddington Basin.",Available immediately,https://www.zoopla.co.uk/to-rent/details/46433564
2210.0,"Hill Street, London W1J",,1.0,1.0,Studio ,Green Park,0.3 ,"Good sized studio apartment on the 8th floor of this beautiful red brick building, situated in the heart of London`s fashionable Mayfair, neighbouring the famous Berkeley Square. The apartment comprises a large living room area, modern bathroom and a ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/51386752
1499.0,"Tower Bridge, London SE1",2.0,1.0,,2 bed flat ,Borough,0.6 ,"***Two double bedrooms***Kitchen Diner***No lounge, the lounge will be used as bedroom***Two double bedroom apartment situated within a period property and located within seconds of Bermondsey Square. The property comprises of a Large kitchen diner, two l",Available from 14th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56112934
2383.0,"South Block, County Hall Apartments, 1B Belvedere Road, Waterloo, London SE1",2.0,2.0,1.0,2 bed flat ,Waterloo,0.2 ,"Set peacefully within the iconic County Hall Apartments, this conveniently sized fully furnished two bedroom / two bathroom apartment on the 4th floor of the South Block is an opportunity not to be missed.",Available from 14th Sep 2020,https://www.zoopla.co.uk/to-rent/details/41819604
2799.0,"Broadway Market, London E8",2.0,2.0,1.0,2 bed flat ,London Fields,0.4 ,"A one of a kind two double bedroom apartment split over two floors, just off Broadway Market. This property comes with a large open plan reception, private terrace/garden and has a modern feel throughout. Outstanding location within easy reach of ...",,https://www.zoopla.co.uk/to-rent/details/56112948
960.0,"Wentworth St, London E1",,1.0,,Studio ,Aldgate,0.2 ,###looking for people to move in asap! #Flexible contract real pictures! - Very friendly flatshare ! - excellent location! ------------------------------ ---------------- -- 🔥beautiful and spacious studio in modern studio in liverpool st 👍🏻👍🏻 ...,Available immediately,https://www.zoopla.co.uk/to-rent/details/56112935
2600.0,"Hall Place, Paddington W2",3.0,3.0,1.0,3 bed duplex ,Edgware Road Bakerloo,0.3 ,"A lovely 3-bedroom apartment located in Paddington that has been newly refurbished to a remarkably high standard. It comprises 3 beautifully tiled bathrooms, a fully equipped kitchen with high grade appliances and a spacious and bright living room",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112906
2492.0,"Marylebone High Street, London W1U",1.0,1.0,1.0,1 bed flat ,Baker Street,0.3 ,The Cloister is pleased to offer this fourth floor one bedroom flat situated in a brilliant location on Marylebone High Street.,Available from  3rd Oct 2020,https://www.zoopla.co.uk/to-rent/details/56112890
1993.0,"Hertford Street, Mayfair, London W1J",1.0,1.0,1.0,1 bed flat ,Green Park,0.2 ,A one bedroom apatment of approximately 550 square feet,Available from 30th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56112894
1842.0,"Chelsea Cloisters, Sloane Square, Chelsea SW3",1.0,1.0,1.0,1 bed flat ,South Kensington,0.3 ,"Elegant modern apartment located on the 3rd floor within Chelsea Cloisters, this apartment is within the fashionable district of Kensington and Chelsea. South Kensington Underground Station is just 5 minutes' walk away.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112881
1842.0,"Millman Court, Bloomsbury WC1N",2.0,1.0,1.0,2 bed flat ,Russell Square,0.3 ,"A well presented spacious two double bedroom ground floor flat located in the heart of Bloomsbury. The Property is within waking distance to Russell Square Undergound Stations and just steps away from all famous shops, bars restaurants in Bloomsbury.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112882
5417.0,"Grove End Road, London NW8",3.0,3.0,1.0,3 bed flat ,St. John's Wood,0.2 ,A 2 bedroom apartment with 24-hour porter and use of communal gardens,,https://www.zoopla.co.uk/to-rent/details/56112872
2383.0,"Radnor Walk, London SW3",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.5 ,Long let. A immaculate one bedroom flat situated on this lovely residential street located just South of the Kings Road within easy walking distance of Sloane Square. The property has recently been totally refurbished and is finished to a high ...,,https://www.zoopla.co.uk/to-rent/details/56112866
1712.0,"Old Street, London EC1V",2.0,1.0,1.0,2 bed flat ,Old Street,0.3 ,"This 2 bed part furnished flat is located on bustling Old Street and comes with a large private balcony. Fully double glazed, with wooden floors, 2 double bedrooms and open plan kitchen / living area with integrated appliances. Just 4 minutes' walk to ...",Available from  9th Oct 2020,https://www.zoopla.co.uk/to-rent/details/47765782
1777.0,"Tyssen Street, London E8",,,,Studio ,Dalston Kingsland,0.2 ,A spacious lower ground floor studio apartment featuring an open-plan kitchen/reception and wood floors throughout. Available 3rd of October,,https://www.zoopla.co.uk/to-rent/details/56112829
2253.0,"Valetta House, 336 Queenstown Road, London SW11",1.0,1.0,1.0,1 bed flat ,Battersea Park,0.1 ,"Stunning one-bedroom furnished apartment in highly regarded Nine Elms. Comprising of open plan kitchen reception room, luxury bathroom, and balcony. Residents benefit from 24-hour Concierge, gym, vitality pool, and sauna. Located a short walk from ...",Available from 10th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56112792
4312.0,"Old Brompton Road, London SW7",3.0,2.0,1.0,3 bed flat ,South Kensington,0.1 ,"Video tour available upon request Immaculately presented three double bedroom, two bathroom apartment in the beautiful Sussex Mansions, located just a stones throw from South Kensington Station and local amenities.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112781
4983.0,"Wandsworth Road, Vauxhall Road SW8",2.0,,,2 bed flat ,Vauxhall,0.3 ,A spectacular two bedroom apartment located on the 20th floor (with lift) of a highly anticipated development benefiting from panoramic views of London.,Available from  2nd Nov 2020,https://www.zoopla.co.uk/to-rent/details/56112772
2773.0,"Wandsworth Road, Vauxhall Road SW8",2.0,,,2 bed flat ,Vauxhall,0.3 ,A spectacular two bedroom apartment located on the 20th floor (with lift) of a highly anticipated development benefiting from panoramic views of London.,Available from  2nd Nov 2020,https://www.zoopla.co.uk/to-rent/details/56112773
2578.0,"Old Street, London EC1V",3.0,1.0,1.0,3 bed maisonette ,Old Street,0.2 ,"3 bed maisonette with all double bedrooms, and spacious interior. Neutral decor throughout with well sized living cum dining areas, modern kitchen, GCH, permit parking and private patio space. Only 2 mins to Old Street tube and 5 minutes to Hoxton ...",Available from 12th Sep 2020,https://www.zoopla.co.uk/to-rent/details/48290044
1560.0,"Alma Square, London NW8",1.0,1.0,1.0,1 bed flat ,Maida Vale,0.2 ,"Mas are proud to present this 1 bedroom flat situated in a recently renovated Georgian building. The flat is spacious, airy and has been recently renovated. It's ideally located in the heart of St John's Wood and specifically located behind Abbey Road ...",Available from 30th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56112731
1500.0,"Geffryre Estate, London N1",1.0,1.0,,1 bed flat ,Hoxton,0.1 ,"We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 02 October 2020. Property is offered unfurnished. Viewing highly recommended. Cont... ** Property Reference: 887707 **",Available from  2nd Oct 2020,https://www.zoopla.co.uk/to-rent/details/56112682
1650.0,"Hosier Lane, London EC1A",1.0,1.0,,1 bed flat ,Farringdon,0.2 ,"A stunning 1 bedroom apartment (509sqft) located just off the Holburn Viaduct close to Farringdon, Barbicanand St Paul's tube stations.Available to move in from 29 September 2020. Property is offe... ** Property Reference: 887668 **",Available from 29th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56112678
4117.0,"83 Buckingham Palace Road, London SW1W",2.0,2.0,1.0,2 bed flat ,Victoria,0.1 ,"New modern 2-bedroom apartments in the Nova building available for a long let. The Nova building is excellently located on Buckingham Palace Road and Victoria Street, just a few minutes from the Victoria underground station, and Westminster station, ...",,https://www.zoopla.co.uk/to-rent/details/56112599
2578.0,"Randolph Avenue, London W9",2.0,2.0,1.0,2 bed flat ,Maida Vale,0.2 ,A stunning two bedroom apartment in the heart of Little Venice,,https://www.zoopla.co.uk/to-rent/details/56112587
1733.0,"Crawford Place, London W1H",1.0,1.0,1.0,1 bed flat ,Edgware Road Circle,0.1 ,"A one bedroom modern interior fully furnished apartment with air conditioning, set within this purpose built building with lift.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112574
2999.0,"Monck Street, London SW1P",2.0,2.0,,2 bed flat ,St. James's Park,0.3 ,"Monck Street, Westminster. Two Bedroom Two Bathroom Spacious Apartment Available We are proud to offer this delightful 2 bedroom, 2 bathroom flat in a great the heart of Westminster.... ** Property Reference: 886981 **",Available from 23rd Oct 2020,https://www.zoopla.co.uk/to-rent/details/56112543
2466.0,"London, London SE5",3.0,2.0,,3 bed flat ,Kennington,0.5 ,"A spacious, modern three double bedroom, two bathroom (one en-suite) flat, located near Elephant and Castle (Zone 1), Oval, Kennington (Zone 2) and Camberwell is available to rent for a minimum of... ** Property Reference: 887744 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112551
2817.0,"Grange Walk, London SE1",2.0,2.0,,2 bed terraced house ,London Bridge,0.6 ,"Rear Garden in Central London! Fantastic 2 bedroom plus landing study terrace house, located inclose proximity to the restaurants and bars of Bermondsey Street. Approximately 1100 sq feet. The... ** Property Reference: 887625 **",Available from 13th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56112525
2600.0,"Carronade Court, London N7",3.0,2.0,,3 bed flat ,Caledonian Road,0.2 ,Property descriptionSituated just off the Holloway Road in the popular Vizion 7 development is this well presented three double bedroom apartment. This apartment has a large open plan living room... ** Property Reference: 887582 **,Available from 12th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56112505
1350.0,"Pyrland Road, London N5",2.0,1.0,,2 bed flat ,Canonbury,0.2 ,"We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location. Available to move in from 05 September 2020. Property is offered unfurnished. Viewing highly recommended. Co... ** Property Reference: 887479 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56112476
1650.0,"Orsett Terrace, London W2",2.0,1.0,,2 bed flat ,Royal Oak,0.2 ,Please read carefully! This is a one bedroom flat that is using the living room as the second bedroom. Past tenancies have been two professional sharers. Ideal for 2 friends sharing. Very... ** Property Reference: 887488 **,Available immediately,https://www.zoopla.co.uk/to-rent/details/56112466
1250.0,"Mowlem Street, London E2",1.0,1.0,,1 bed flat ,Cambridge Heath,0.2 ,"Large, open-plan 1 bedroom apartment set in privately owned residential block, Brookfield House The property comprises an open-plan kitchen/reception, a modern bathroom and a small private terrac... ** Property Reference: 887032 **",Available from 10th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56112432
